symbol,start_time,end_time,utc,open_price,close_price,volume,VWAP,high_price,low_price,average_price,cum_return_close_price,window_number
QRVO,15:00:00,15:30:00,2020-08-03 15:00:00,132.03,132.87,210.05882352941177,132.5660294117647,132.57794117647057,132.55676470588233,132.17880588235292,0.006,9
QRVO,15:30:00,16:00:00,2020-08-03 15:30:00,132.77,133.61,310.3181818181818,133.17653636363636,133.1915909090909,133.16136363636363,132.29475909090908,0.0116,10
QRVO,16:00:00,16:30:00,2020-08-03 16:00:00,133.5,132.97,214.75,133.46985,133.4785,133.45924999999997,132.44110500000002,0.0068,11
QRVO,16:30:00,17:00:00,2020-08-03 16:30:00,133.02,133.6,210.3809523809524,133.5214714285714,133.52595238095233,133.5128571428571,132.52966190476192,0.0115,12
QRVO,17:00:00,17:30:00,2020-08-03 17:00:00,133.4,133.43,301.3333333333333,133.60425,133.62770833333337,133.58625,132.62615,0.0102,13
QRVO,17:30:00,18:00:00,2020-08-03 17:30:00,133.44,133.88,325.28,133.89561199999997,133.90720000000002,133.88000000000002,132.76729599999996,0.0136,14
QRVO,18:00:00,18:30:00,2020-08-03 18:00:00,133.84,133.74,343.7037037037037,133.9722888888889,133.98814814814813,133.95962962962963,132.89848148148144,0.0126,15
QRVO,18:30:00,19:00:00,2020-08-03 18:30:00,133.76,132.975,278.7826086956522,133.4359652173913,133.4460869565217,133.42173913043476,132.99285217391304,0.0068,16
QRVO,19:00:00,19:30:00,2020-08-03 19:00:00,133.08,132.42,241.33333333333331,132.77257142857144,132.78571428571428,132.75642857142856,132.997580952381,0.0026,17
QRVO,19:30:00,20:00:00,2020-08-03 19:30:00,132.44,133.385,511.4347826086956,132.73098260869563,132.78195652173912,132.68391304347827,132.96335652173912,0.0099,18
QRVO,18:30:00,19:00:00,2020-08-04 18:30:00,130.14,130.215,215.0,130.16646666666668,130.17499999999998,130.155,130.46923333333334,-0.0141,16
QRVO,19:00:00,19:30:00,2020-08-04 19:00:00,130.46,130.705,257.875,130.76315625,130.77156250000002,130.758125,130.47890625,-0.0104,17
QRVO,19:30:00,20:00:00,2020-08-04 19:30:00,130.875,131.22,372.5,131.0636,131.08694444444447,131.045,130.5275388888889,-0.0065,18
QRVO,13:30:00,14:00:00,2020-08-05 13:30:00,132.24,133.08,265.54545454545456,132.3176,132.33954545454546,132.31590909090912,131.83285454545455,0.0076,6
QRVO,14:00:00,14:30:00,2020-08-05 14:00:00,132.92,132.13,191.8947368421053,132.45990000000003,132.47605263157897,132.43894736842103,132.38013157894738,0.0005,7
QRVO,14:30:00,15:00:00,2020-08-05 14:30:00,132.22,131.9,243.64285714285717,131.68696428571428,131.6946428571429,131.6789285714286,132.28232142857144,-0.0013,8
QRVO,15:00:00,15:30:00,2020-08-05 15:00:00,131.905,131.855,148.93333333333334,131.83664000000002,131.84266666666664,131.839,132.16626000000002,-0.0016,9
QRVO,15:30:00,16:00:00,2020-08-05 15:30:00,131.59,131.72,179.55555555555554,131.67568888888889,131.6761111111111,131.67388888888888,132.09674444444445,-0.0027,10
QRVO,16:00:00,16:30:00,2020-08-05 16:00:00,131.64,131.64,177.4,131.70786000000004,131.7265,131.698,132.05269,-0.0033,11
QRVO,16:30:00,17:00:00,2020-08-05 16:30:00,131.67,131.79,108.0,131.84426,131.844,131.844,132.03328,-0.0021,12
QRVO,17:00:00,17:30:00,2020-08-05 17:00:00,131.75,132.215,347.25,131.70393333333337,131.71625,131.69041666666666,131.95082500000004,0.0011,13
QRVO,17:30:00,18:00:00,2020-08-05 17:30:00,132.465,132.67,168.08333333333334,132.49130833333334,132.5016666666667,132.48,131.9376,0.0045,14
QRVO,18:00:00,18:30:00,2020-08-05 18:00:00,132.88,132.865,236.45454545454547,132.8347272727272,132.8409090909091,132.8215909090909,132.03234999999998,0.006,15
QRVO,18:30:00,19:00:00,2020-08-05 18:30:00,132.91,132.76,255.52941176470588,132.91732352941176,132.92529411764704,132.91117647058823,132.17222352941172,0.0052,16
QRVO,19:00:00,19:30:00,2020-08-05 19:00:00,132.895,133.04,222.06666666666663,132.89003333333335,132.89533333333333,132.88333333333335,132.35885333333334,0.0073,17
QRVO,19:30:00,20:00:00,2020-08-05 19:30:00,133.13,133.38,404.3181818181818,133.0394727272727,133.05431818181822,133.02,132.41298636363638,0.0099,18
QRVO,15:30:00,16:00:00,2020-08-06 15:30:00,133.755,133.78,284.85714285714283,133.77992142857144,133.79392857142858,133.7489285714286,134.1332857142857,0.0129,10
QRVO,16:00:00,16:30:00,2020-08-06 16:00:00,133.89,134.1,198.5,133.98024166666667,133.98999999999998,133.96791666666667,134.11012500000004,0.0153,11
QRVO,16:30:00,17:00:00,2020-08-06 16:30:00,133.92,134.33,334.0,134.08687499999996,134.0996875,134.0721875,134.09913749999998,0.017,12
PG,14:30:00,15:00:00,2020-08-03 14:30:00,131.45,131.42,499.3333333333333,131.44566666666668,131.45333333333332,131.4358333333333,131.3516833333333,-0.0002,8
PG,15:00:00,15:30:00,2020-08-03 15:00:00,131.365,131.395,571.0,131.35877142857143,131.37392857142856,131.34857142857143,131.35830714285711,-0.0004,9
PG,15:30:00,16:00:00,2020-08-03 15:30:00,131.525,131.535,493.9090909090909,131.50964545454548,131.5166363636363,131.50436363636362,131.3743909090909,0.0006,10
PG,16:00:00,16:30:00,2020-08-03 16:00:00,131.5,131.31,538.2105263157895,131.50252105263155,131.50431578947368,131.4915789473684,131.3844842105263,-0.0011,11
PG,16:30:00,17:00:00,2020-08-03 16:30:00,131.325,131.285,434.69565217391306,131.30620869565217,131.31152173913046,131.30369565217393,131.38215217391303,-0.0013,12
PG,17:00:00,17:30:00,2020-08-03 17:00:00,131.34,131.455,429.5,131.3746125,131.380625,131.3665625,131.37729374999998,0.0,13
PG,17:30:00,18:00:00,2020-08-03 17:30:00,131.5,131.42,398.5,131.487375,131.4915625,131.48218749999998,131.377775,-0.0002,14
PG,18:00:00,18:30:00,2020-08-03 18:00:00,131.48,131.535,439.3333333333333,131.53526,131.53933333333333,131.53066666666666,131.38402666666664,0.0006,15
PG,18:30:00,19:00:00,2020-08-03 18:30:00,131.5,131.56,424.0,131.53594285714286,131.53785714285712,131.5335714285714,131.3921285714286,0.0008,16
PG,19:00:00,19:30:00,2020-08-03 19:00:00,131.56,131.565,492.7058823529412,131.5456294117647,131.54735294117648,131.54411764705884,131.39920588235293,0.0009,17
PG,19:30:00,20:00:00,2020-08-03 19:30:00,131.59,131.54,550.0,131.55172,131.56799999999998,131.53799999999998,131.40588,0.0007,18
PG,19:00:00,19:30:00,2020-08-04 19:00:00,133.85,133.785,885.5,133.81824999999998,133.82999999999998,133.8075,132.66865,0.0176,17
PG,13:30:00,14:00:00,2020-08-05 13:30:00,134.42,134.115,577.2,134.21779,134.24349999999998,134.197,134.34069,0.0201,6
PG,14:00:00,14:30:00,2020-08-05 14:00:00,133.92,134.0,625.3333333333334,133.92413333333332,133.94233333333332,133.91233333333332,134.14069333333336,0.0192,7
PG,14:30:00,15:00:00,2020-08-05 14:30:00,134.09,133.825,560.0,134.03389375,134.0490625,134.02031250000002,134.06214999999997,0.0179,8
PG,15:00:00,15:30:00,2020-08-05 15:00:00,133.785,133.7,638.5714285714286,133.66511428571428,133.67999999999998,133.64857142857144,133.99754285714283,0.017,9
PG,15:30:00,16:00:00,2020-08-05 15:30:00,133.77,133.28,632.8235294117648,133.47883529411766,133.48676470588236,133.46558823529415,133.9302,0.0138,10
PG,16:00:00,16:30:00,2020-08-05 16:00:00,133.315,133.41,531.4736842105264,133.38124210526317,133.39052631578946,133.3784210526316,133.87085263157894,0.0148,11
PG,16:30:00,17:00:00,2020-08-05 16:30:00,133.445,133.69,528.7777777777778,133.55810555555556,133.5641666666667,133.55194444444444,133.83750555555557,0.0169,12
PG,17:00:00,17:30:00,2020-08-05 17:00:00,133.67,133.625,579.2222222222222,133.60824444444444,133.61277777777778,133.60305555555558,133.81667777777776,0.0164,13
PG,17:30:00,18:00:00,2020-08-05 17:30:00,133.64,133.67,555.2,133.66905200000002,133.6762,133.6636,133.802332,0.0167,14
PG,18:00:00,18:30:00,2020-08-05 18:00:00,133.67,133.66,608.2105263157895,133.67207368421057,133.6763157894737,133.66815789473685,133.79042631578946,0.0167,15
PG,18:30:00,19:00:00,2020-08-05 18:30:00,133.68,133.665,635.2,133.61821,133.624,133.61550000000005,133.77794,0.0167,16
PG,19:00:00,19:30:00,2020-08-05 19:00:00,133.62,133.51,630.5333333333333,133.46627999999998,133.47033333333334,133.46200000000002,133.75294,0.0155,17
PG,19:30:00,20:00:00,2020-08-05 19:30:00,133.52,133.51,524.5,133.5116,133.51125,133.51,133.73107499999998,0.0155,18
PG,15:30:00,16:00:00,2020-08-06 15:30:00,132.3,132.295,603.375,132.25819375,132.26906250000002,132.24406249999998,132.842075,0.0064,10
PG,16:00:00,16:30:00,2020-08-06 16:00:00,132.43,132.3,420.7619047619048,132.39870476190475,132.39904761904768,132.3971428571429,132.77584285714286,0.0064,11
PG,16:30:00,17:00:00,2020-08-06 16:30:00,132.33,132.29,432.0,132.302255,132.30225000000002,132.29775,132.731165,0.0064,12
PG,17:00:00,17:30:00,2020-08-06 17:00:00,132.325,132.36,628.0,132.31319230769228,132.31807692307692,132.31038461538463,132.67442307692306,0.0069,13
PG,17:30:00,18:00:00,2020-08-06 17:30:00,132.39,132.635,415.6470588235294,132.56910588235291,132.57411764705884,132.56882352941176,132.64567647058826,0.009,14
PKI,14:30:00,15:00:00,2020-08-03 14:30:00,119.625,120.51,405.5,120.0683625,120.08124999999998,120.06625,120.183125,0.0073,8
PKI,15:00:00,15:30:00,2020-08-03 15:00:00,120.53,120.145,481.82608695652175,120.17173913043476,120.1863043478261,120.15608695652172,120.18638695652174,0.0043,9
PKI,15:30:00,16:00:00,2020-08-03 15:30:00,120.09,120.315,394.77777777777777,120.3396222222222,120.34888888888888,120.33444444444444,120.18857222222222,0.0057,10
PKI,16:00:00,16:30:00,2020-08-03 16:00:00,120.315,119.99,344.69565217391306,120.18383043478264,120.19,120.1782608695652,120.2013304347826,0.003,11
PKI,16:30:00,17:00:00,2020-08-03 16:30:00,119.92,119.86,420.6666666666667,119.88931111111113,119.89249999999998,119.88194444444444,120.18534444444444,0.0019,12
PKI,17:00:00,17:30:00,2020-08-03 17:00:00,119.985,121.245,361.6923076923077,120.54946923076923,120.56307692307692,120.5342307692308,120.15944615384616,0.0134,13
PKI,17:30:00,18:00:00,2020-08-03 17:30:00,121.08,121.11,284.5882352941176,121.04235882352938,121.04882352941176,121.03764705882352,120.22153529411766,0.0123,14
PKI,18:00:00,18:30:00,2020-08-03 18:00:00,120.915,121.05,280.94736842105266,121.04735789473683,121.05052631578948,121.04473684210528,120.24700526315792,0.0118,15
PKI,18:30:00,19:00:00,2020-08-03 18:30:00,121.05,121.2,339.89473684210526,121.1398894736842,121.14473684210526,121.13631578947368,120.2765263157895,0.013,16
PKI,19:00:00,19:30:00,2020-08-03 19:00:00,121.2,121.65,447.9,121.559685,121.5695,121.55875,120.39687500000002,0.0167,17
PKI,19:30:00,20:00:00,2020-08-03 19:30:00,121.43,121.67,513.6,121.45293999999998,121.4745,121.4405,120.55874,0.0169,18
PKI,18:30:00,19:00:00,2020-08-04 18:30:00,120.37,120.475,347.42857142857144,120.40604285714286,120.42142857142858,120.40142857142858,120.7147,0.007,16
PKI,19:00:00,19:30:00,2020-08-04 19:00:00,120.445,120.61,365.2941176470589,120.46266470588236,120.46617647058824,120.46029411764704,120.68759411764704,0.0082,17
PKI,19:30:00,20:00:00,2020-08-04 19:30:00,120.6,120.89,489.1428571428572,120.62947619047615,120.63976190476188,120.62785714285712,120.6725666666667,0.0105,18
PKI,13:30:00,14:00:00,2020-08-05 13:30:00,122.145,122.14,368.0,122.27493333333334,122.27555555555556,122.27555555555556,122.09796666666664,0.0208,6
PKI,14:00:00,14:30:00,2020-08-05 14:00:00,122.04,122.21,419.88235294117646,122.08541764705885,122.09029411764708,122.07529411764708,122.09075294117648,0.0213,7
PKI,14:30:00,15:00:00,2020-08-05 14:30:00,122.175,122.58,386.5882352941176,122.64194705882352,122.64941176470587,122.63411764705882,122.19324117647062,0.0244,8
PKI,15:00:00,15:30:00,2020-08-05 15:00:00,122.6,122.59,372.0,122.74466666666666,122.75333333333336,122.7388888888889,122.30759444444443,0.0244,9
PKI,15:30:00,16:00:00,2020-08-05 15:30:00,122.525,122.695,394.9473684210527,122.7012105263158,122.7128947368421,122.68868421052632,122.40395263157896,0.0253,10
PKI,16:00:00,16:30:00,2020-08-05 16:00:00,122.56,122.13,356.3529411764706,122.25639411764703,122.26323529411764,122.25147058823528,122.39963529411764,0.0207,11
PKI,16:30:00,17:00:00,2020-08-05 16:30:00,122.055,121.935,500.4285714285714,122.02906428571428,122.0425,122.01928571428572,122.31342857142856,0.0191,12
PKI,17:00:00,17:30:00,2020-08-05 17:00:00,122.0,121.84,458.1111111111111,121.80484444444444,121.81305555555556,121.79638888888891,122.26293888888893,0.0183,13
PKI,17:30:00,18:00:00,2020-08-05 17:30:00,121.87,122.435,293.42857142857144,122.15520714285717,122.15857142857143,122.15500000000002,122.23619999999998,0.0232,14
PKI,18:00:00,18:30:00,2020-08-05 18:00:00,122.38,122.35,386.5882352941176,122.35869411764706,122.36352941176472,122.35470588235296,122.24098823529414,0.0225,15
PKI,18:30:00,19:00:00,2020-08-05 18:30:00,122.2,122.23,311.1428571428572,122.20936666666664,122.2166666666667,122.20357142857144,122.24591904761908,0.0215,16
PKI,19:00:00,19:30:00,2020-08-05 19:00:00,122.27,121.8,420.2,122.11221499999996,122.1185,122.10600000000002,122.24491999999998,0.018,17
PKI,19:30:00,20:00:00,2020-08-05 19:30:00,121.81,122.17,402.4705882352941,121.93578235294116,121.9482352941176,121.92735294117644,122.21844705882351,0.021,18
PKI,15:30:00,16:00:00,2020-08-06 15:30:00,118.95,118.735,284.4,118.87188,118.88349999999998,118.85999999999996,119.66561,-0.0075,10
PKI,16:00:00,16:30:00,2020-08-06 16:00:00,118.78,119.0,335.1666666666667,118.98025833333332,118.99125,118.97041666666668,119.583825,-0.0053,11
PKI,16:30:00,17:00:00,2020-08-06 16:30:00,118.94,119.035,330.22222222222223,118.9691888888889,118.9738888888889,118.96777777777778,119.49343333333334,-0.005,12
DGX,14:30:00,15:00:00,2020-08-03 14:30:00,128.68,129.045,327.7142857142857,128.84175714285715,128.85214285714284,128.83785714285713,128.4159857142857,0.0028,8
DGX,15:00:00,15:30:00,2020-08-03 15:00:00,129.04,129.36,384.9333333333333,129.13868666666664,129.14499999999998,129.13166666666663,128.50822666666667,0.0053,9
DGX,15:30:00,16:00:00,2020-08-03 15:30:00,129.45,129.62,415.7894736842105,129.6452052631579,129.65315789473684,129.63715789473682,128.70593157894737,0.0073,10
DGX,16:00:00,16:30:00,2020-08-03 16:00:00,129.6,129.83,422.0,129.8236565217391,129.83434782608694,129.81760869565215,128.93065217391305,0.0089,11
DGX,16:30:00,17:00:00,2020-08-03 16:30:00,129.85,130.33,406.3157894736842,130.11468421052632,130.12052631578945,130.1052631578947,129.10837368421056,0.0127,12
DGX,17:00:00,17:30:00,2020-08-03 17:00:00,130.18,130.565,332.22222222222223,130.28379444444442,130.29222222222222,130.27499999999998,129.2803888888889,0.0145,13
DGX,17:30:00,18:00:00,2020-08-03 17:30:00,130.525,129.89,286.15384615384613,130.34903846153844,130.3553846153846,130.34692307692305,129.38515384615386,0.0094,14
DGX,18:00:00,18:30:00,2020-08-03 18:00:00,130.08,130.05,377.1428571428572,130.0375571428571,130.04071428571427,130.03571428571428,129.4373142857143,0.0106,15
DGX,18:30:00,19:00:00,2020-08-03 18:30:00,130.05,129.975,523.7142857142857,130.09651428571428,130.1010714285714,130.09321428571428,129.49917142857143,0.01,16
DGX,19:00:00,19:30:00,2020-08-03 19:00:00,130.02,129.855,419.9047619047619,129.9754095238095,129.98119047619045,129.96999999999997,129.56763809523807,0.0091,17
DGX,19:30:00,20:00:00,2020-08-03 19:30:00,129.93,130.06,546.7142857142857,130.10002142857144,130.11678571428573,130.08928571428572,129.62753571428567,0.0107,18
DGX,18:30:00,19:00:00,2020-08-04 18:30:00,127.66,127.9,364.8,127.7382,127.741,127.733,127.79525999999998,-0.0061,16
DGX,19:00:00,19:30:00,2020-08-04 19:00:00,128.4,128.12,440.0,128.20294444444443,128.21055555555554,128.20444444444445,127.81685555555556,-0.0044,17
DGX,19:30:00,20:00:00,2020-08-04 19:30:00,128.05,128.1,474.0,128.13883076923076,128.14999999999998,128.12769230769229,127.85047692307693,-0.0045,18
DGX,13:30:00,14:00:00,2020-08-05 13:30:00,128.115,127.42,393.1428571428572,127.7470142857143,127.75571428571428,127.73714285714286,128.1351,-0.0098,6
DGX,14:00:00,14:30:00,2020-08-05 14:00:00,127.4,127.02,431.5,127.2264375,127.24375,127.21343749999998,127.585275,-0.013,7
DGX,14:30:00,15:00:00,2020-08-05 14:30:00,127.085,126.83,403.8666666666667,127.0449,127.0483333333333,127.03299999999996,127.3505,-0.0145,8
DGX,15:00:00,15:30:00,2020-08-05 15:00:00,126.935,127.43,372.8,127.15746,127.16299999999998,127.15649999999998,127.21294,-0.0098,9
DGX,15:30:00,16:00:00,2020-08-05 15:30:00,127.43,126.69,268.1818181818182,127.1349818181818,127.13818181818182,127.12727272727273,127.2165909090909,-0.0156,10
DGX,16:00:00,16:30:00,2020-08-05 16:00:00,126.655,126.59,213.6,126.57398,126.575,126.575,127.19478,-0.0164,11
DGX,16:30:00,17:00:00,2020-08-05 16:30:00,126.73,126.865,203.33333333333331,126.8115,126.81166666666668,126.81166666666668,127.17886666666668,-0.0142,12
DGX,17:00:00,17:30:00,2020-08-05 17:00:00,126.38,126.43,251.0,126.44135,126.4425,126.4425,127.156625,-0.0176,13
DGX,17:30:00,18:00:00,2020-08-05 17:30:00,126.26,126.555,281.8,126.52433,126.52700000000002,126.52150000000002,127.1043,-0.0167,14
DGX,18:00:00,18:30:00,2020-08-05 18:00:00,126.62,126.75,361.1428571428572,126.74652142857144,126.74678571428572,126.745,127.0518,-0.0151,15
