symbol,start_time,end_time,utc,open_price,close_price,volume,VWAP,high_price,low_price,average_price,cum_return_close_price,window_number
AMGN,14:30:00,15:00:00,2020-08-03 14:30:00,247.055,248.105,137.27272727272728,247.4448181818182,247.4613636363636,247.42954545454543,246.84994545454543,0.0044,8
AMGN,15:00:00,15:30:00,2020-08-03 15:00:00,248.025,247.84,154.375,247.84103750000003,247.855625,247.8265625,246.93423125,0.0033,9
AMGN,15:30:00,16:00:00,2020-08-03 15:30:00,247.695,248.07,188.1578947368421,248.24911052631575,248.2776315789473,248.22526315789472,247.08179473684208,0.0042,10
AMGN,16:00:00,16:30:00,2020-08-03 16:00:00,247.94,247.625,198.46666666666667,247.79402,247.80733333333328,247.78,247.18345333333335,0.0024,11
AMGN,16:30:00,17:00:00,2020-08-03 16:30:00,247.515,247.39,121.08333333333331,247.71003333333329,247.70916666666665,247.70916666666665,247.2281333333333,0.0015,12
AMGN,17:00:00,17:30:00,2020-08-03 17:00:00,247.52,248.41,141.0909090909091,247.9882909090909,247.99181818181816,247.98363636363635,247.2545272727273,0.0056,13
AMGN,17:30:00,18:00:00,2020-08-03 17:30:00,248.46,248.01,159.4,248.3921733333333,248.39866666666668,248.38466666666665,247.3250733333333,0.004,14
AMGN,18:00:00,18:30:00,2020-08-03 18:00:00,247.91,248.25,170.5,248.2489,248.255,248.2355,247.38066,0.005,15
AMGN,18:30:00,19:00:00,2020-08-03 18:30:00,248.22,247.16,137.41176470588235,247.69572352941177,247.69764705882352,247.6926470588235,247.41484705882365,0.0006,16
AMGN,19:00:00,19:30:00,2020-08-03 19:00:00,247.12,247.245,314.05,247.34293,247.367,247.32325,247.410625,0.0009,17
AMGN,19:30:00,20:00:00,2020-08-03 19:30:00,247.27,247.48,385.4166666666667,247.3988458333333,247.43708333333333,247.36645833333333,247.39804583333336,0.0019,18
AMGN,18:30:00,19:00:00,2020-08-04 18:30:00,241.81,242.1,173.66666666666666,241.91576666666663,241.93166666666664,241.91333333333333,243.36516666666668,-0.0201,16
AMGN,19:00:00,19:30:00,2020-08-04 19:00:00,242.14,243.01,165.34782608695653,242.7665608695652,242.77717391304344,242.7630434782608,243.29947391304347,-0.0164,17
AMGN,19:30:00,20:00:00,2020-08-04 19:30:00,242.945,243.35,313.72,242.84425600000003,242.86640000000003,242.8176,243.247716,-0.015,18
AMGN,13:30:00,14:00:00,2020-08-05 13:30:00,244.85,244.455,285.46666666666664,244.78022,244.8163333333333,244.74966666666663,244.69528666666665,-0.0104,6
AMGN,14:00:00,14:30:00,2020-08-05 14:00:00,244.32,243.95,321.8,244.31976666666665,244.341,244.28666666666663,244.56354666666667,-0.0125,7
AMGN,14:30:00,15:00:00,2020-08-05 14:30:00,243.87,243.51,278.63157894736844,243.55081052631576,243.5671052631579,243.5334210526316,244.3497,-0.0143,8
AMGN,15:00:00,15:30:00,2020-08-05 15:00:00,243.335,243.38,288.63157894736844,243.3412736842105,243.35868421052635,243.32526315789477,244.04842631578944,-0.0148,9
AMGN,15:30:00,16:00:00,2020-08-05 15:30:00,243.35,242.45,283.25,242.8153625,242.838125,242.78854166666667,243.75930833333337,-0.0187,10
AMGN,16:00:00,16:30:00,2020-08-05 16:00:00,242.33,242.23,273.96,242.401264,242.41219999999996,242.37419999999997,243.566544,-0.0196,11
AMGN,16:30:00,17:00:00,2020-08-05 16:30:00,242.28,242.25,296.1034482758621,242.3033551724138,242.32137931034487,242.2796551724138,243.41462413793104,-0.0195,12
AMGN,17:00:00,17:30:00,2020-08-05 17:00:00,242.29,241.64,282.35714285714283,241.8703357142857,241.8941071428572,241.83821428571432,243.262725,-0.022,13
AMGN,17:30:00,18:00:00,2020-08-05 17:30:00,241.55,241.21,294.03333333333336,241.53596,241.55830000000003,241.5121333333333,243.09574666666663,-0.0238,14
AMGN,18:00:00,18:30:00,2020-08-05 18:00:00,241.205,241.445,305.2857142857143,241.37842499999996,241.40496428571436,241.35035714285712,242.923525,-0.0228,15
AMGN,18:30:00,19:00:00,2020-08-05 18:30:00,241.47,241.29,270.61538461538464,241.28151538461543,241.30980769230771,241.25134615384616,242.7908038461539,-0.0235,16
AMGN,19:00:00,19:30:00,2020-08-05 19:00:00,241.205,241.415,336.0357142857143,241.332275,241.35464285714284,241.31,242.65543571428572,-0.023,17
AMGN,19:30:00,20:00:00,2020-08-05 19:30:00,241.325,241.5,589.3333333333334,241.4033666666668,241.44979166666667,241.35020833333328,242.51981250000003,-0.0226,18
AMGN,15:30:00,16:00:00,2020-08-06 15:30:00,240.0,239.315,289.125,239.73713333333333,239.759375,239.71291666666664,240.14210416666663,-0.0317,10
AMGN,16:00:00,16:30:00,2020-08-06 16:00:00,239.34,239.615,211.64285714285717,239.52387142857137,239.5425,239.5046428571429,240.06873214285707,-0.0304,11
AMGN,16:30:00,17:00:00,2020-08-06 16:30:00,239.66,239.69,227.32142857142856,239.93020000000004,239.9539285714285,239.90482142857144,240.03770357142864,-0.0301,12
MLM,14:30:00,15:00:00,2020-08-03 14:30:00,205.215,204.355,310.2,204.96607,204.97200000000004,204.9485,207.098,-0.0042,8
MLM,15:00:00,15:30:00,2020-08-03 15:00:00,204.61,205.95,365.55555555555554,205.43687222222223,205.4475,205.4308333333333,206.81313333333333,0.0036,9
MLM,15:30:00,16:00:00,2020-08-03 15:30:00,206.105,207.03,259.52941176470586,206.90335882352937,206.9044117647059,206.90205882352944,206.7023705882353,0.0088,10
MLM,16:00:00,16:30:00,2020-08-03 16:00:00,207.12,206.73,368.5,207.13770625,207.1625,207.1396875,206.776025,0.0074,11
MLM,16:30:00,17:00:00,2020-08-03 16:30:00,206.65,208.01,233.53846153846155,207.08770769230767,207.09576923076924,207.0773076923077,206.79786153846152,0.0135,12
MLM,17:00:00,17:30:00,2020-08-03 17:00:00,207.95,208.17,290.15384615384613,207.4776307692308,207.47846153846157,207.4746153846154,206.8341307692308,0.0143,13
MLM,17:30:00,18:00:00,2020-08-03 17:30:00,208.29,207.46,457.3333333333333,207.83918333333332,207.845,207.82,206.8873,0.0109,14
MLM,18:00:00,18:30:00,2020-08-03 18:00:00,207.55,208.175,302.8,207.82404,207.825,207.814,206.91422,0.0143,15
MLM,18:30:00,19:00:00,2020-08-03 18:30:00,208.3,208.435,322.7142857142857,208.29177142857148,208.31642857142856,208.27214285714285,206.97949999999997,0.0156,16
MLM,19:00:00,19:30:00,2020-08-03 19:00:00,208.57,208.45,313.84615384615387,208.4318384615385,208.4380769230769,208.42192307692304,207.06974615384613,0.0156,17
MLM,19:30:00,20:00:00,2020-08-03 19:30:00,208.5,207.86,532.4285714285714,208.73680714285712,208.755,208.7,207.19022857142852,0.0128,18
MLM,18:30:00,19:00:00,2020-08-04 18:30:00,211.175,211.705,310.0,211.412175,211.415,211.41375,210.1283,0.0311,16
MLM,19:00:00,19:30:00,2020-08-04 19:00:00,211.67,212.11,470.8888888888889,211.85551111111107,211.86777777777772,211.8461111111111,210.3108111111111,0.033,17
MLM,19:30:00,20:00:00,2020-08-04 19:30:00,212.205,212.38,551.2941176470588,212.10081176470587,212.13647058823528,212.06029411764703,210.69255882352945,0.0343,18
MLM,13:30:00,14:00:00,2020-08-05 13:30:00,214.59,214.62,308.25,214.587825,214.58125,214.57625,214.0592875,0.0448,6
MLM,14:00:00,14:30:00,2020-08-05 14:00:00,214.855,214.49,254.66666666666663,214.61661111111115,214.62166666666667,214.61444444444444,214.37743333333333,0.0442,7
MLM,14:30:00,15:00:00,2020-08-05 14:30:00,214.555,215.45,290.0,214.9493444444444,214.9622222222222,214.9411111111111,214.4069,0.0487,8
MLM,15:00:00,15:30:00,2020-08-05 15:00:00,215.815,216.565,363.5,215.9908875,216.03375,215.955625,214.78837500000003,0.0538,9
MLM,15:30:00,16:00:00,2020-08-05 15:30:00,217.05,216.625,240.4,216.56972,216.573,216.565,215.1454,0.0541,10
MLM,16:00:00,16:30:00,2020-08-05 16:00:00,216.85,216.68,260.85714285714283,216.6857142857143,216.69,216.6842857142857,215.2782857142857,0.0544,11
MLM,16:30:00,17:00:00,2020-08-05 16:30:00,216.665,217.555,279.55555555555554,217.22785555555552,217.23,217.22666666666663,215.4631333333333,0.0584,12
MLM,17:00:00,17:30:00,2020-08-05 17:00:00,217.65,219.275,267.6,218.31974,218.32,218.3195,215.73971,0.0663,13
MLM,17:30:00,18:00:00,2020-08-05 17:30:00,219.73,218.87,264.85714285714283,219.2724214285714,219.27642857142857,219.27464285714285,216.5554071428571,0.0644,14
MLM,18:00:00,18:30:00,2020-08-05 18:00:00,219.065,219.74,296.42857142857144,219.60170714285712,219.6125,219.5925,216.82856428571424,0.0684,15
MLM,18:30:00,19:00:00,2020-08-05 18:30:00,219.8,219.52,312.0,219.7123818181818,219.7118181818182,219.71,217.0974363636364,0.0674,16
MLM,19:00:00,19:30:00,2020-08-05 19:00:00,219.735,218.76,412.8,218.87812,218.885,218.872,217.26012,0.0639,17
MLM,19:30:00,20:00:00,2020-08-05 19:30:00,218.45,217.275,497.3333333333333,217.76151904761903,217.77690476190477,217.73738095238093,217.39819523809524,0.0571,18
MLM,15:30:00,16:00:00,2020-08-06 15:30:00,213.95,214.895,291.77777777777777,214.77533333333332,214.79888888888888,214.75944444444443,215.4063555555556,0.0461,10
MLM,16:00:00,16:30:00,2020-08-06 16:00:00,214.02,213.97,330.2857142857143,214.12014285714284,214.12857142857143,214.115,215.23465714285712,0.0418,11
MLM,16:30:00,17:00:00,2020-08-06 16:30:00,214.105,215.035,359.6666666666667,214.4765333333333,214.48,214.4725,215.08175,0.0467,12
QRVO,14:30:00,15:00:00,2020-08-03 14:30:00,132.12,131.86,283.44444444444446,131.77838888888888,131.80888888888887,131.7533333333333,132.1674,-0.0016,8
